"tconst","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","parentTconst","seasonNumber","episodeNumber"
"tt11219526",6.8,16,"tvEpisode","Teil Drei","Teil Drei",0,"2019","\N","93","Biography,Drama,History","tt6777286","2","1"
"tt11219528",6.6,14,"tvEpisode","Teil Vier","Teil Vier",0,"2019","\N","99","Biography,Drama,History","tt6777286","2","2"
"tt1121958",7.6,634,"tvMovie","Out of the Blue","Out of the Blue",0,"2003","\N","107","Documentary,History",NA,NA,NA
"tt1121971",7.1,191,"video","The Star of Bethlehem","The Star of Bethlehem",0,"2007","\N","63","Documentary,Family,History",NA,NA,NA
"tt1121984",6.4,19,"tvMovie","The Purge","Epuration",0,"2007","\N","100","Drama,History",NA,NA,NA
"tt1122364",7.2,8,"tvEpisode","A Dead Man on Leave","A Dead Man on Leave",0,"1986","\N","\N","Drama,History,War","tt0092404","1","4"
"tt1122365",7.5,11,"tvEpisode","The Making of a Hero","The Making of a Hero",0,"1986","\N","\N","Drama,History,War","tt0092404","1","1"
"tt11223902",9.4,10,"tvEpisode","95. Bolum","95. Bolum",0,"2019","\N","\N","Action,Drama,History","tt6536562","4","7"
"tt11225722",7.7,408,"tvEpisode","The Devil Lives in Cleveland","The Devil Lives in Cleveland",0,"2019","\N","44","Crime,Documentary,History","tt11165002","1","1"
"tt11225724",7.6,366,"tvEpisode","Nightmares of Treblinka","Nightmares of Treblinka",0,"2019","\N","44","Crime,Documentary,History","tt11165002","1","2"
"tt11225726",7.6,351,"tvEpisode","The Conspiracy","The Conspiracy",0,"2019","\N","52","Crime,Documentary,History","tt11165002","1","3"
"tt11225730",7.8,338,"tvEpisode","Facing the Hangman","Facing the Hangman",0,"2019","\N","45","Crime,Documentary,History","tt11165002","1","4"
"tt11225734",7.8,333,"tvEpisode","The Final Twist","The Final Twist",0,"2019","\N","47","Crime,Documentary,History","tt11165002","1","5"
"tt1122590",7.7,6,"tvMovie","Hitler's Canadians","Hitler's Canadians",0,"2007","\N","46","History",NA,NA,NA
"tt1122593",5.1,126,"tvMovie","Kike Like Me","Kike Like Me",0,"2007","\N","60","Biography,Documentary,History",NA,NA,NA
"tt11227336",7.2,6,"short","Blitz Spirit","Blitz Spirit",0,"2019","\N","19","Drama,History,Short",NA,NA,NA
"tt11229886",8.6,366,"movie","Les Misérables: The Staged Concert","Les Misérables: The Staged Concert",0,"2019","\N","145","Drama,History,Musical",NA,NA,NA
"tt11230386",7.7,11,"video","Le banquet d'Auteuil","Le banquet d'Auteuil",0,"2016","\N","109","Comedy,History",NA,NA,NA
"tt1123080",7,6,"tvEpisode","The Story of Esther","The Story of Esther",0,"1979","\N","50","Drama,Family,History","tt0077018","2","2"
"tt11231680",6.9,13,"tvMovie","Verdun : Ils ne passeront pas","Verdun : Ils ne passeront pas",0,"2015","\N","82","Documentary,History",NA,NA,NA
"tt11237566",9.2,16,"tvEpisode","Episode #1.7","Episode #1.7",0,"2019","\N","\N","Crime,Drama,History","tt11080420","1","7"
"tt11238254",6.6,82,"tvEpisode","Chapter One","Chapter One",0,"2019","\N","50","Drama,History,War","tt10198930","1","1"
"tt11238256",7.1,70,"tvEpisode","Chapter Two","Chapter Two",0,"2019","\N","\N","Drama,History,War","tt10198930","1","2"
"tt11238258",6.8,53,"tvEpisode","Chapter Three","Chapter Three",0,"2019","\N","\N","Drama,History,War","tt10198930","1","3"
"tt11238260",6.1,45,"tvEpisode","Chapter Four","Chapter Four",0,"2019","\N","\N","Drama,History,War","tt10198930","1","4"
"tt11238262",5.3,36,"tvEpisode","Chapter Six","Chapter Six",0,"2019","\N","\N","Drama,History,War","tt10198930","1","6"
"tt11238264",5.7,36,"tvEpisode","Chapter Five","Chapter Five",0,"2019","\N","\N","Drama,History,War","tt10198930","1","5"
"tt11238266",5.2,33,"tvEpisode","Chapter Seven","Chapter Seven",0,"2019","\N","\N","Drama,History,War","tt10198930","1","7"
"tt11238268",5.4,34,"tvEpisode","Chapter Eight","Chapter Eight",0,"2019","\N","\N","Drama,History,War","tt10198930","1","8"
"tt11238270",5.4,33,"tvEpisode","Chapter Nine","Chapter Nine",0,"2019","\N","\N","Drama,History,War","tt10198930","1","9"
"tt11238272",6,37,"tvEpisode","Chapter Ten","Chapter Ten",0,"2019","\N","\N","Drama,History,War","tt10198930","1","10"
"tt11238276",5.7,34,"tvEpisode","Chapter Eleven","Chapter Eleven",0,"2019","\N","\N","Drama,History,War","tt10198930","1","11"
"tt11238368",6.8,38,"tvEpisode","Chapter Twelve","Chapter Twelve",0,"2019","\N","\N","Drama,History,War","tt10198930","1","12"
"tt11238372",5.3,23,"tvEpisode","Chapter Thirteen","Chapter Thirteen",0,"2019","\N","\N","Drama,History,War","tt10198930","1","13"
"tt11238374",5.7,24,"tvEpisode","Chapter Fourteen","Chapter Fourteen",0,"2019","\N","\N","Drama,History,War","tt10198930","1","14"
"tt1123846",8.6,5,"tvEpisode","German Guns of WWII","German Guns of WWII",0,"2013","\N","\N","Biography,Documentary,History","tt0393852","\N","\N"
"tt1123848",8.8,8,"tvEpisode","Guns of Israel","Guns of Israel",0,"2000","\N","\N","Biography,Documentary,History","tt0393852","\N","\N"
"tt1123849",8.8,8,"tvEpisode","Guns of the Commandos","Guns of the Commandos",0,"2000","\N","\N","Biography,Documentary,History","tt0393852","\N","\N"
"tt1123850",8,8,"tvEpisode","Japanese Guns of WWII","Japanese Guns of WWII",0,"2013","\N","\N","Biography,Documentary,History","tt0393852","\N","\N"
"tt1124006",6.7,19,"video","Witness to 'Reds'","Witness to 'Reds'",0,"2006","\N","67","Documentary,History",NA,NA,NA
"tt1124052",7.7,10526,"movie","City of Life and Death","Nanjing! Nanjing!",0,"2009","\N","132","Drama,History,War",NA,NA,NA
"tt1124124",6.9,45,"tvSeries","Les prédateurs","Les prédateurs",0,"2007","\N","220","Drama,History",NA,NA,NA
"tt11241298",4.6,7,"tvSeries","Stepfather","Otchim",0,"2019","\N","\N","Family,History",NA,NA,NA
"tt1124142",7.6,67,"video","Westinghouse","Westinghouse",0,"2008","\N","112","Biography,Documentary,History",NA,NA,NA
"tt11241690",5.9,18,"tvSeries","Conspirators","Ziuk. Young Pilsudski - Conspirators",0,"2019","\N","45","Biography,Drama,History",NA,NA,NA
"tt1124279",8.4,12,"tvMiniSeries","Preußen über alles... - Bismarcks deutsche Einigung","Preußen über alles... - Bismarcks deutsche Einigung",0,"1971","\N","180","History",NA,NA,NA
"tt1124343",6.9,39,"tvMiniSeries","O Dia do Regicídio","O Dia do Regicídio",0,"2008","\N","50","Drama,History",NA,NA,NA
"tt1124351",5.2,224,"tvSeries","Ponos Ratkajevih","Ponos Ratkajevih",0,"2007","2008","42","Drama,History,Romance",NA,NA,NA
"tt1124364",4.6,417,"movie","By the Will of Chingis Khan","Tayna Chingis Khaana",0,"2009","\N","127","History,War",NA,NA,NA
"tt1124377",7.2,6175,"movie","John Rabe","John Rabe",0,"2009","\N","134","Biography,Drama,History",NA,NA,NA
"tt11243868",7.7,13,"tvEpisode","Royalty","Royalty",0,"2019","\N","48","Biography,Documentary,History","tt11164368","1","1"
"tt11244370",5.3,31,"movie","The Lenin Factor","The Lenin Factor",0,"2019","\N","113","Biography,Drama,History",NA,NA,NA
"tt11244414",7.8,10,"movie","The Light: Swami Vivekananda","The Light: Swami Vivekananda",0,"2013","\N","117","Biography,History",NA,NA,NA
"tt1124669",8.8,11,"tvEpisode","All This It Is Our Duty to Bear","All This It Is Our Duty to Bear",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","14"
"tt1124670",8.7,10,"tvEpisode","Damn Them, Are They Never Coming In?","Damn Them, Are They Never Coming In?",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","22"
"tt1124671",8.7,11,"tvEpisode","Fat Rodzyanko Has Sent Me Some Nonsense","Fat Rodzyanko Has Sent Me Some Nonsense",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","18"
"tt1124672",7.9,11,"tvEpisode","For Gawd's Sake Don't Send Me","For Gawd's Sake Don't Send Me",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","12"
"tt1124673",8.4,16,"tvEpisode","For Such a Stupid Reason Too","For Such a Stupid Reason Too",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","2"
"tt1124674",9.1,9,"tvEpisode","Hell Cannot Be So Terrible","Hell Cannot Be So Terrible",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","11"
"tt1124675",8.9,11,"tvEpisode","It Was Like the End of the World","It Was Like the End of the World",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","21"
"tt1124676",8,21,"tvEpisode","On the Idle Hill of Summer...","On the Idle Hill of Summer...",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","1"
"tt1124677",8.8,10,"tvEpisode","Only War, Nothing But War","Only War, Nothing But War",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","20"
"tt1124678",8.4,15,"tvEpisode","Our Hats We Doff to General Joffre","Our Hats We Doff to General Joffre",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","4"
"tt1124679",9.1,11,"tvEpisode","Please God Send Us Victory","Please God Send Us Victory",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","9"
"tt1124680",8.8,10,"tvEpisode","Right Is More Precious Than Peace","Right Is More Precious Than Peace",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","16"
"tt1124681",8.8,10,"tvEpisode","So Sleep Easy in Your Beds","So Sleep Easy in Your Beds",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","6"
"tt1124682",9.2,12,"tvEpisode","Surely We Have Perished","Surely We Have Perished",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","17"
"tt1124683",8.9,12,"tvEpisode","The Devil Is Coming","The Devil Is Coming",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","13"
"tt1124684",8.8,12,"tvEpisode","The Hell Where Youth and Laughter Go","The Hell Where Youth and Laughter Go",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","19"
"tt1124685",9,9,"tvEpisode","This Business May Last a Long Time","This Business May Last a Long Time",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","5"
"tt1124686",9,10,"tvEpisode","We Are Betrayed, Sold, Lost","We Are Betrayed, Sold, Lost",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","15"
"tt1124687",8.6,10,"tvEpisode","We Await the Heavenly Manna","We Await the Heavenly Manna",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","7"
"tt1124688",8.4,16,"tvEpisode","We Must Hack Our Way Through","We Must Hack Our Way Through",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","3"
"tt1124689",8.9,11,"tvEpisode","What Are Our Allies Doing?","What Are Our Allies Doing?",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","10"
"tt1124690",8.7,10,"tvEpisode","Why Don't You Come and Help?","Why Don't You Come and Help?",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","8"
"tt1124697",6.5,6,"tvEpisode","New England","New England",0,"2001","\N","\N","History,Sci-Fi","tt0287225","1","15"
"tt11248140",6.7,6,"tvEpisode","Episode #1.1","Episode #1.1",0,"2019","\N","44","Biography,Drama,History","tt11241690","1","1"
"tt11252906",8.3,89,"tvSeries","Royal Nirvana","He li hua ting",0,"2019","2020","45","Drama,History,Romance",NA,NA,NA
"tt1125546",8.8,11,"tvEpisode","Allah Made Mesopotamia... and Added Flies","Allah Made Mesopotamia... and Added Flies",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","24"
"tt1125547",8.9,10,"tvEpisode","When Must the End Be?","When Must the End Be?",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","23"
"tt11256530",8.6,5,"tvEpisode","Games of the Century","Games of the Century",0,"2019","\N","\N","Documentary,History,Sport","tt9537190","1","8"
"tt11256536",9,5,"tvEpisode","Bowls, Polls and Champions","Bowls, Polls and Champions",0,"2019","\N","\N","Documentary,History,Sport","tt9537190","1","9"
"tt1125830",7.1,322,"movie","Ramayanam","Ramayanam",0,"1996","\N","160","History",NA,NA,NA
"tt11261182",9.8,9,"tvEpisode","96. Bolum","96. Bolum",0,"2019","\N","\N","Action,Drama,History","tt6536562","4","8"
"tt1126156",8.7,10,"tvEpisode","And We Were Young","And We Were Young",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","26"
"tt1126157",8.9,10,"tvEpisode","The Iron Thrones Are Falling","The Iron Thrones Are Falling",0,"1964","\N","\N","Documentary,History,War","tt0057753","1","25"
"tt11261906",9.5,15,"tvEpisode","Episode #1.8","Episode #1.8",0,"2019","\N","\N","Crime,Drama,History","tt11080420","1","8"
"tt11261926",9,5,"tvEpisode","MORE One Hit Wonders","MORE One Hit Wonders",0,"2019","\N","\N","History,Music,Talk-Show","tt7970280","2","20"
"tt11262568",7.8,8,"movie","A Victory of a People","Intissar Chaâb",0,"1974","\N","90","Documentary,History",NA,NA,NA
"tt1126391",5.1,239,"movie","Gentlemen Officers: Save the Emperor","Gospoda ofitsery: Spasti imperatora",0,"2008","\N","104","Action,History",NA,NA,NA
"tt11264198",7.6,10,"tvEpisode","Empire","Empire",0,"2019","\N","48","Biography,Documentary,History","tt11164368","1","2"
"tt1126555",7.8,5,"tvEpisode","Betere tijden","Betere tijden",0,"2007","\N","\N","Documentary,History","tt1121877","1","9"
"tt11269364",7.6,11,"tvEpisode","Churchill","Churchill",0,"2019","\N","48","Biography,Documentary,History","tt11164368","1","3"
"tt11269374",8.2,10,"movie","Once Kerkouane","Qadiman Kerkouane",0,"2017","\N","60","Documentary,History",NA,NA,NA
"tt11269932",8.5,12,"movie","Rezk El-Bey Lik","Rezk El-Bey Lik",0,"2017","\N","200","Drama,History",NA,NA,NA
"tt1127205",7.5,2960,"tvMiniSeries","The Diary of Anne Frank","The Diary of Anne Frank",0,"2009","2009","150","Biography,Drama,History",NA,NA,NA
"tt11273952",4.7,10,"movie","Santikhiri Sonata","Santikhiri Sonata",0,"2019","\N","75","Drama,History,Sci-Fi",NA,NA,NA
"tt11275122",6.6,5,"tvEpisode","Mayflower","Mayflower",0,"2019","\N","44","Documentary,History,War","tt9553144","2","4"
"tt1127575",7.7,6,"tvEpisode","Al Capone's Secret City","Al Capone's Secret City",0,"2007","\N","44","Documentary,History","tt0962966","2","10"
"tt1127576",7.4,12,"tvEpisode","Building the Titanic","Building the Titanic",0,"2007","\N","44","Documentary,History","tt0962966","2","7"
"tt1127577",7,11,"tvEpisode","Herod the Great","Herod the Great",0,"2007","\N","44","Documentary,History","tt0962966","2","6"
